hospital_name,hospital_type,address,insurers,rating,specialties,tier,segment
Arya Hospital,Private,"Near State Bank, Nawabganj (Bareilly), Near State bank Main Road Nawabganj, Uttar Pradesh",PMJAY,0.0,Orthopedics; General Surgery; Gynecology; Urology,City 1,Budget/Local
Arya Hospital,Private,"Arya Hospital, A. M. Road, Assam","PMJAY,HDFC,ICICI Lombard",0.0,Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 2,Standard Private
ARYA HOSPITAL,Private,"RADHABALLAVPUR BASUDEVPUR BHADRAK, Odisha",PMJAY,0.0,Orthopedics; General Surgery; Gynecology,City 2,Budget/Local
Arya Hospital,Private,"Sco 801 Manimajra Manimajra, Chandigarh, Chandigarh, 160101",Care Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 2,Standard Private
NITIN HOSPITAL,Private,"T1348MANGOLPURI, Delhi","PMJAY,Care Health,HDFC",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Established
IHBAS,Government,"IHBAS Tahirpur Road Dilshad Garden Delhi, Near GTB Hospital, Delhi",PMJAY,0.0,Neurology; Urology,Metro 1,Government
ATTAR SAIN JAIN I N GENERAL HOSPITAL,Government,"Industrial Area, Lawrence Road, Keshav Puram, Dr Lohia Industrial Area, Shakurpur, New Delhi, Delhi, Delhi",PMJAY,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Government
MINIMAL ACCESS SMART SURGERY HOSPITALS PRIVATE LIMITED,Private,"B-18, CHIRAG ENCLAVE GREATER KAILASH PART-1 NEW DELHI-110048, Delhi","PMJAY,Star Health,ICICI Lombard,Niva Bupa,Aditya Birla",0.0,General Surgery,Metro 1,Established
Balaji Care Hospital,Private,"PLot NO 1169 Utsav Vihar, Rama Vihar Bus stand, New Delhi-110081, Delhi","PMJAY,ICICI Lombard",0.0,General Surgery; Gynecology,Metro 1,Premium
B R HEALTH CARE,Private,"PLOT NO 13B, BAWAN ROAD, SHAHBAD EXT. NEAR DTU COLLEGE ROHINI SCE-17 DELHI 110089, Delhi",PMJAY,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Budget/Local
Mrs Girdhar Lal Maternity Hospital,Government,"mrs Girdhar Lal Maternity Hospital, Ajmeri Gate New Delhi, Delhi",PMJAY,0.0,Gynecology,Metro 1,Government
Tarak Hospitals India Pvt Ltd,Private,"C-7, Jai Bharat Enclave, Dwarka More, New Delhi- 110059, C-7, JAI BHARAT ENCLAVE, DWARKA MORE, NEW DELHI- 110059, Delhi","PMJAY,Care Health,Star Health,ICICI Lombard,Aditya Birla",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Gynecology; Urology,Metro 1,Established
JANAKPURI SUPER SPECIALITY HOSPITAL,Government,"C2-B Janakpuri new delhi, Delhi",PMJAY,0.0,Cardiology,Metro 1,Government
B M GUPTA HOSPITAL,Private,"H- 5, 8 to 15, 21-22, 26, uttam nagar, Delhi","PMJAY,Star Health,ICICI Lombard,Aditya Birla",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Gynecology; Urology,Metro 1,Established
SANTOMHOSPITAL,Private,"csocf 4pkt 10 sector 24, Rohini, Delhi, Delhi",PMJAY,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Budget/Local
DCDC KIDNEY CARE,Private,"H1 KAILASH PARK MOTI NAGAR, Delhi",PMJAY,0.0,Urology,Metro 1,Budget/Local
RESCUE HOSPITALS INDIA PRIVATE LIMITED,Private,"S-5, Vishwas Park, Behind Dwarka Sector 3 Petrol Pump, Delhi 110059, Delhi","PMJAY,Star Health,HDFC,ICICI Lombard,Aditya Birla",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Gynecology; Urology,Metro 1,Established
siddharth hospital,Private,"1179, Kanjhawala Road, bawana, Delhi, Delhi",PMJAY,0.0,Orthopedics,Metro 1,Budget/Local
SIDDHARTH HOSPITAL,Private,"Khijdi Plot, Opp. Godhaniya College, MG Road, Porbandar, Gujarat",PMJAY,0.0,Orthopedics,City 2,Budget/Local
Siddharth Hospital,Private,"101 104 Q Wing Rashmi PinkPhase 1 Near Don Bosco School, Palghar, Maharashtra, 401208",HDFC,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 1,Standard Private
Siddharth Hospitals,Private,"49 Pagnis Paga Near Water Tank, Indore, Madhya Pradesh, 452007",Niva Bupa,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 1,Standard Private
AMERIX CANCER HOSPITAL,Private,"SECTOR 19, OPP WELCOM HOTEL Dwarka, Delhi",PMJAY,0.0,Oncology,Metro 1,Budget/Local
ESIC MODEL HOSPITAL AND PGIMSR BASAIDARAPUR,Government,"ESIC Model Hospital & PGIMSR Basaidarapur Ring Road, Delhi",PMJAY,0.0,Orthopedics; General Surgery; Oncology; Gynecology,Metro 1,Government
SATYA MULTI SPECIALITY HOSPITAL,Private,"F1 9 PIPAL WALA CHOWK MOHAN GARDEN, Delhi",PMJAY,0.0,Orthopedics; General Surgery; Gynecology; Urology,Metro 1,Budget/Local
SATYA MULTI SPECIALITY HOSPITAL,Private,"Satya Multispeciality Hospital, Mahripur, Uttar Pradesh",PMJAY,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 2,Budget/Local
TULSI MULTISPECIALITY HOSPITAL,Private,"B1 JYOTI NAGAR(WEST), DURGAPURI CHOWK, LONI ROAD, Shahdara, Delhi-110094, Delhi",PMJAY,0.0,Orthopedics; General Surgery; Gynecology; Urology,Metro 1,Budget/Local
TULSI MULTISPECIALITY HOSPITAL,Private,"1st Floor Sara height Near Shetes Construction manjarli road shani nagar badlapur west, NEAR KAILASH NAGAR VALIVALI NAKA BADLAPUR WEST, Maharashtra",PMJAY,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Budget/Local
AIRMID HOSPITAL ( A UNIT OF RAO HEALTHCARE PRIVATE LIMITED),Private,"PROPERTY NO 3 NARAIN MARKET SAMAYPUR DELHI, Delhi","PMJAY,HDFC,Aditya Birla",0.0,Orthopedics,Metro 1,Established
DR RAKESH MULTISPECIALITY HOSPITAL,Private,"2001, street 31-32B, Swatanter Nagar, STREET NO. 31-32 B, MAIN ROAD, SWATANTER NAGAR, NARELA, Delhi","PMJAY,ICICI Lombard",0.0,Orthopedics; General Surgery; Gynecology; Urology,Metro 1,Established
JEEWAN MOTI KHERA HOSPITAL PVT LTD,Private,"495, MAIN NAJAFGARH ROAD, NEAR KRISHNA MANDIR, NANGLOI, Delhi","PMJAY,ICICI Lombard,Aditya Birla",0.0,Orthopedics; General Surgery; Gynecology; Urology,City 2,Standard Private
World brain center hospital,Private,"Plot no 24, Syndicate enclave Raghu nagar pankha road, Delhi",PMJAY,0.0,Neurology,Metro 1,Budget/Local
NAMOKAR NURSING HOME,Private,"B-1467-470 SULTANPURI, Delhi","PMJAY,Care Health,ICICI Lombard",0.0,General Surgery; Gynecology,Metro 1,Standard Private
I CREATE HOSPITAL,Private,"a-3/24, 3rd Floor, Janak Puri, New Delhi-110058, a-3/24, 3rd Floor, Janak Puri, New Delhi-110058, Delhi","PMJAY,Care Health,Star Health,HDFC,ICICI Lombard,Aditya Birla",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Premium
NAVEEN HOSPITAL,Private,"PLOT NO 13 BALJEET VIHAR NITHARI DELHI, Delhi","PMJAY,HDFC,ICICI Lombard",0.0,Orthopedics; General Surgery; Gynecology,Metro 1,Established
Naveen Hospitals,Private,"D No 13-1-32 Old Bank Road Kotha Pet, Guntur, Andhra Pradesh, 522001","Star Health,Niva Bupa",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Established
LAL BAHADUR SHASTRI HOSPITAL,Government,"Near Kalyanvas, Khichripur, Delhi, Delhi",PMJAY,0.0,Orthopedics; General Surgery; Gynecology,Metro 1,Government
SANT PARMANAND HOSPITAL YAMUNA BAZAR,Private,"PLOT NO 1 2 3 PARK AREA YAMUNA BAZAR, SANT PARMANAND HOSPITAL PLOT NO 1 2 3 PARK AREA YAMUNA BAZAR DELHI, Delhi",PMJAY,0.0,Cardiology; General Surgery; Urology,Metro 1,Budget/Local
GB Pant Hospital,Government,"1 JLN Marg, Delhi",PMJAY,0.0,Cardiology; Neurology; Urology,Metro 1,Government
Dr Hedgewar Arogya Sansthan,Government,"F18 karkardooma Delhi, Delhi",PMJAY,0.0,Orthopedics; General Surgery; Gynecology,Metro 1,Government
Mata Chanan Devi Hospital,Private,"C 1 JANAKPURI NEW DELHI, Delhi","PMJAY,Care Health,HDFC,ICICI Lombard",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Established
Radious hospital,Private,"Kh- 110/41 Auchandi, NEAR UNION BANK DELHI - 110039, Delhi",PMJAY,0.0,Orthopedics; General Surgery; Gynecology; Urology,Metro 1,Budget/Local
AALOK HOSPITAL,Private,"PLOT NO-136, KH. NO-103/14, MAIN KANJHAWALA ROAD, RAJEEV NAGAR, SEC-38, Rohini, Delhi-110086, Delhi","PMJAY,HDFC,ICICI Lombard,Aditya Birla",0.0,Orthopedics; General Surgery; Gynecology; Urology,Metro 1,Established
Aalok Hospital,Private,"Nr Fortune Landmark Hotel Opp Usmanpura Water Tank Usmanpura, Ahmedabad, Gujarat, 380013",Care Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 2,Standard Private
KAPIL MULTISPECIALITY HOSPITAL,Private,"Kapil Multispeciality, Nathu Pura, Delhi","PMJAY,Star Health,HDFC,ICICI Lombard",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Established
Aruna Asaf Ali Hospital,Government,"5 shyam nath marg Rajpur Road, 5 Shyam Nath Marg Rajpur Road, Delhi",PMJAY,0.0,Orthopedics; General Surgery; Gynecology,Metro 1,Government
Sonia hospital ( A unit of altius healthcare private limited),Private,"1 Gulshan Park main rohtak road, Nangloi, Delhi, Delhi","PMJAY,Aditya Birla",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Standard Private
Dr. Kapurs The Healing Touch Eye & Maternity Centre,Private,"D-8, Vikas Puri, Delhi",PMJAY,0.0,Gynecology,City 2,Budget/Local
Dr Shroffs Charity Eye Hospital,Private,"138 subhash Nagar NEB Road, Rajasthan",PMJAY,0.0,Orthopedics; General Surgery; Neurology; Urology,Town 2,Budget/Local
NKS HOSPITAL,Private,"NKS HOSPITAL, 219-220 GULABI BAGH, Delhi",PMJAY,0.0,Orthopedics; General Surgery; Neurology; Gynecology; Urology,Metro 1,Budget/Local
Safdarjung Hospital,Government,"Ansari Nagar East, Near AIIMS Metro Station, Ring Road, Delhi",PMJAY,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Government
Lady Harding Medical College Smt Sucheta Kriplani and Kalawati Saran Childrens Hospital,Government,"Shaheed Bhagat Singh Marg, Lady Harding Medical College, DIZ Area, Connaught Place, New Connaught Place, Delhi, Delhi",PMJAY,0.0,Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Government
Dr. Ram Manohar Lohia Hospital,Government,"BABA KHARAK SINGH MARG, Delhi, Delhi",PMJAY,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Government
All India Institute of Medical Sciences (AIIMS) New Delhi,Government,"Sri Aurobindo Marg, Ansari Nagar, Delhi",PMJAY,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Government
KALRA HOSPITAL SRCNC PVT LTD,Private,"Kalra, KIRTI NAGAR, Delhi","PMJAY,Care Health,Star Health,ICICI Lombard,Niva Bupa,Aditya Birla",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Premium
KUKREJA HOSPITAL & HEART CENTER PVT LTD,Private,"c1, c3, c4, c14 Vishal enclave Rajouri Garden, Delhi","PMJAY,HDFC,ICICI Lombard",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Gynecology; Urology,Metro 1,Established
Ayushman Hospital And Health Services,Private,"Sector 10, Dwarka, Delhi, Delhi","PMJAY,Care Health,Star Health",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Established
Maharaja Agrasen Sat Narain Gupta Hospital,Private,"Jhajjar Rd Nuna Majra Bahadurgarh Haryana 124507, Bahadurgarh, Haryana, 124507","Care Health,Star Health,HDFC,ICICI Lombard,Aditya Birla",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Established
KARUNA SINDHU CHARITABLE HOSPITAL,Private,"KARUNA SINDHU CHARITABLE HOSPITAL, BAKKARWALA MARG, NANGLOI-NAJAFGARH ROAD, Delhi","PMJAY,HDFC,ICICI Lombard",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Established
NIRMAL HOSPITAL,Private,"NIRMAL HOSPITAL, Delhi","PMJAY,Star Health,Aditya Birla",0.0,Orthopedics; General Surgery; Gynecology,Town 1,Standard Private
NIRMAL HOSPITAL,Private,"KANPUR ROAD MEDICAL COLLEGE GATE NO. 3, Uttar Pradesh",PMJAY,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Gynecology; Urology,Large City 1,Budget/Local
NIRMAL HOSPITAL PVT LTD,Private,"Nirmal, RINGROAD, Surat, Gujarat","PMJAY,Care Health,Star Health,HDFC,ICICI Lombard,Niva Bupa,Aditya Birla",0.0,Orthopedics; Neurology; Urology,Large City 1,Established
NIRMAL HOSPITAL,Private,"11-24-26/1, Telangana","PMJAY,HDFC,ICICI Lombard,Aditya Birla",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 1,Established
Nirmal Hospital,Private,"Plot No 11, Saraswati Colony, D P Road, Dondaicha Warwade, Maharashtra, 425408",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 1,Standard Private
Nirmal Hospital,Private,"Near Gole Market Near Ladies Unique Park, Mandigobindgarh, Punjab, 147301",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 1,Standard Private
KHANDELWAL HOSPITAL UROLOGY CENTRE PVT. LTD.,Private,"B-15, 16, MAIN ROAD EAST KRISHNA NAGAR DELHI-110051, Delhi","PMJAY,HDFC,ICICI Lombard,Aditya Birla",0.0,Orthopedics; General Surgery; Gynecology; Urology,Metro 1,Established
SANJEEVAN MEDICAL RESEARCH CENTRE PVT LTD,Private,"4869/24 ansari Road darya Ganj, Delhi","PMJAY,Care Health,Star Health,HDFC",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Gynecology; Urology,Metro 1,Established
UNIVERSALCENTREOFHEALTHSCIENCES,Private,"MOLARBAND EXTENSION, BY PASS ROAD BADARPUR, Delhi",PMJAY,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Budget/Local
MATA ROOP RANI MAGGO HOSPITAL,Private,"C-8 /9, OM VIHAR, PHASE-1, UTTAM NAGAR, NEW DELHI, UTTAM NAGAR METRO PILLAR NO - 709, Delhi","PMJAY,ICICI Lombard",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Gynecology; Urology,Metro 1,Standard Private
Maharishi Valmiki Hospital,Government,"Puth Khurd Village, Delhi, Delhi",PMJAY,0.0,Orthopedics; General Surgery; Gynecology,Metro 1,Government
Lok Nayak Hospital,Government,"LOK NAYAK HOSPITAL Govt. of N.C.T. Delhi, Jawahar Lal Nehru Marg, New Delhi-110002, Delhi",PMJAY,0.0,Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Government
AVANTIKA MULTI SPECIALITY HOSPITAL,Private,"A-3/8, SECTOR-3, Rohini, Delhi, Delhi","PMJAY,ICICI Lombard",0.0,Orthopedics; General Surgery; Gynecology,Metro 1,Established
ACHARYA SHREE BHIKSHU HOSPITAL,Government,"Acharyashri Bhikshu Govt. Hosp Moti Nagar New Delhi, Delhi",PMJAY,0.0,Orthopedics; General Surgery; Gynecology,Metro 1,Government
esic hospital rohini,Government,"ESIC HOSPITAL ROHINI SEC 15, Delhi, Delhi",PMJAY,0.0,Orthopedics; General Surgery; Gynecology,Metro 1,Government
SSB Multispeciality Hospital,Private,"A-19/A, Kailash Colony, New Delhi-110048, Delhi","PMJAY,HDFC",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Established
K D HOSPITAL (A UNIT OF KDI MEDICAL SCIENCE AND EDUCATION (OPC) PVT LTD),Private,"KH NO. 11/11/1, 12/2 AND 12/2 AND 11/2, BHORGARH, SWANTANTAR NAGAR, NARELA, DELHI-110040, Delhi",PMJAY,0.0,Orthopedics; General Surgery; Gynecology,Metro 1,Budget/Local
sanjay gandhi memorial hospital,Government,"Sanjay Gandhi Memorial, mangolpuri, S block, Delhi",PMJAY,0.0,Orthopedics; General Surgery; Gynecology,Metro 1,Government
ADARSH MULTISPECIALITY HOSPITAL AND TRAUMA CENTRE,Private,"ADARSH MULTISPECIALITY HOSPITAL AND TRAUMA CENTRE, A-12, SARAI PIPAL THALA, EXTENSION ADARSH NAGAR, MAIN ROAD, Delhi","PMJAY,HDFC",0.0,Orthopedics; General Surgery; Gynecology; Urology,Metro 1,Established
GURU TEG BAHADUR HOSPITAL,Private,"120/192 (105) LAJPAT NAHAR KANPUR, Uttar Pradesh","PMJAY,Star Health,Niva Bupa",0.0,Cardiology; Orthopedics; General Surgery; Gynecology,Large City 1,Standard Private
Rao Tula Ram Memorial Hospital,Government,"Rao Tula Ram Memorial, Jaffarpur Kalan, Delhi",PMJAY,0.0,Orthopedics; General Surgery; Gynecology,Metro 1,Government
PT MADAN MOHAN MALVIYA HOSPITAL,Government,"Malviya Nagar, Jaipur, Rajasthan",PMJAY,0.0,Orthopedics; General Surgery; Gynecology,Large City 1,Government
SRHC Hospital,Government,"SRHC Hospital Narela delhi, Plot Number- 30, A7, Narela, Delhi - 110040, Delhi",PMJAY,0.0,Orthopedics; General Surgery; Gynecology,Metro 1,Government
MANGALAM MEDICAL AND SURGICAL CENTRE,Private,"154/81 MAIN BAWANA ROAD, POOTH KHURD DELHI, Delhi","PMJAY,HDFC,ICICI Lombard,Niva Bupa",0.0,Orthopedics; General Surgery; Gynecology,Metro 1,Established
Action Cancer Hospital,Private,"A4, A6 Block, Paschim Vihar, Delhi, Delhi","PMJAY,Care Health,Star Health,HDFC,ICICI Lombard,Niva Bupa",0.0,Neurology; Oncology; Urology,Metro 1,Established
NIRMLA HOSPITAL,Private,"E 20 JAI VIHAR NAJAFGARH, Delhi","PMJAY,ICICI Lombard",0.0,Orthopedics; General Surgery; Gynecology; Urology,Metro 1,Standard Private
JEEWAN HOSPITAL AND NURSING HOME PVT LTD,Private,"gATE NO. 1, 150 JEEWAN NAGAR, JEEWAN NAGAR, Delhi","PMJAY,Star Health",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Standard Private
NATIONAL HEART INSTITUTE,Private,"49-50 Community Centre, East of Kailash, Delhi","PMJAY,Care Health,HDFC,ICICI Lombard,Niva Bupa",0.0,Cardiology; Orthopedics; General Surgery; Oncology,Metro 1,Established
sushila hospital,Private,"gali no - 9, gautam colony, safiabad road, narela, Delhi, Delhi","PMJAY,HDFC,ICICI Lombard",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Established
SUSHILA HOSPITAL,Private,"NAKKU ASHTAN MOHANPUR ROAD SAMASTIPUR BIHAR, Bihar","PMJAY,Care Health,HDFC",0.0,Orthopedics,Town 1,Standard Private
SUSHILA HOSPITAL,Private,"Sadbhavana Nagar Ausa Road Latur, Maharashtra","PMJAY,HDFC,ICICI Lombard,Aditya Birla",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Established
Sushila Hospital,Private,"Kanpur Gwalior Bypass Near Kuwar Ka Kuaa Infront Of Para Medical Behind Shikshak Inter College Jhansi Uttar Pradesh 284128, Jhansi, Uttar Pradesh, 284128","Care Health,HDFC,Aditya Birla",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Established
MAHARAJA AGARSAIN MULTISPECIALITY HOSPITAL,Private,"MAHARAJA AGARSAIN MULTISPECIALITY HOSPITAL MAIN BAWANA ROAD NARELA DELHI-110040, MAHARAJA AGARSAIN HOSPITAL MAIN BAWANA ROAD, Delhi","PMJAY,ICICI Lombard",0.0,Gynecology,Metro 1,Established
RATHI HOSPITAL,Private,"2, 3, 4 PRATAP VIHAR NANGLOI NAJAFGARH ROAD, RANHOLA DELHI, Delhi","PMJAY,Star Health,HDFC,ICICI Lombard",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Established
Rathi Hospital,Private,"Ajmer Road Kishangarh, Rajasthan","PMJAY,Care Health,Star Health,HDFC",0.0,Orthopedics; General Surgery; Gynecology,City 1,Established
Rathi Hospital,Private,"Opp Mahabaleshwar Society Nr Satya Appt Jodhpur Gam Road Satelite: Ahmedabad Dist: Ahmedabad State: Gujarat 380015, Ahmedabad, Gujarat, 380015","Star Health,HDFC,Niva Bupa,Aditya Birla",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 2,Premium
Rathi Hospital,Private,"112/B Summair Club Road Jamnagar, Jamnagar, Gujarat, 361005",HDFC,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Standard Private
Rathi Hospital,Private,"6 Ada Colony 6 Ada Colony Agra Road, Aligarh, Uttar Pradesh, 202001",HDFC,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Standard Private
Rathi Hospital.,Private,"Opp District Court Opp District Court, Dhule, Maharashtra, 424001",HDFC,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Standard Private
CNC NURSING HOME,Private,"31/18/3, 19/1, BABA HARIDASS NAGAR, TIKRI BORDER, Delhi, Delhi","PMJAY,HDFC",0.0,Orthopedics; General Surgery; Gynecology,Metro 1,Standard Private
Gandhi Hospital.,Private,"101/103 201 Ruby Commerical Complex Plot No 130 Sector 4 Airoli, Navi Mumbai, Maharashtra, 400708","Care Health,HDFC,ICICI Lombard,Aditya Birla",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Premium
EPITOME KIDNEY UROLOGY INSTITUTE AND LIONS HOSPITAL,Private,"A-321, ASHOKA PARK ROAD, OPP B-BLOCK, NEW FRIENDS COLONY, KHIZRABAD BHAGOL, Delhi, Delhi","PMJAY,Care Health,Aditya Birla",0.0,Urology,Metro 1,Established
TOMAR MULTISPECILITY HOSPITAL,Private,"Plot no. 34/35/36/36A, Pratap Vihar-1, Kirari, Delhi-110086, Delhi",PMJAY,0.0,Orthopedics; General Surgery; Urology,Metro 1,Budget/Local
IPSC Pain and Spine Hospital,Private,"IPSC, PLOT NO 453, SECTOR 19, Dwarka, Delhi, Delhi","PMJAY,Star Health,HDFC,ICICI Lombard",0.0,Orthopedics; General Surgery; Neurology; Gynecology; Urology,Metro 1,Established
SGS MULTISPECIALITY HOSPITAL,Private,"RZC -118- 188A 50 FOOTA ROAD NIHAL VIHAR NANGLOI, Delhi","PMJAY,HDFC,ICICI Lombard",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Established
